"COMMUNITY JUNIOR HIGH SCHOOL, Alapere",State owned,Kosofe,Secondary, commalapere@lagosschoolsonline.com, 0803-324-9126,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12318"",""Read more"")"
"COMMUNITY JUNIOR HIGH SCHOOL, Lekki",State owned, Ibeju-Lekki,Secondary, comjhslekki@lagosschoolsonline.com," 08060500170, 07085000000","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12277"",""Read more"")"
"COMMUNITY JUNIOR HIGH SCHOOL, Orimedu",State owned,Alimosho,Secondary, orimedu_cjhs@lagosschoolsonline.com, 0704 167 4677,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12226"",""Read more"")"
"COMMUNITY JUNIOR HIGH SCHOOL, Surulere",State owned,Surulere,Secondary, comjnhighsch@lagosschoolsonline.com," 0705 689 3918, 0703 535 3460,  0702 838 6041","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1996"",""Read more"")"
"COMMUNITY JUNIOR SECONDARY  SCH,  Bayeku",State owned,Ikorodu,Secondary, commjunsecbayeku@gmail.com, 0806 635 9661,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/908"",""Read more"")"
COMMUNITY JUNIOR SECONDARY SCHOOL,State owned, Ibeju-Lekki,Secondary, , 08052177026,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/599"",""Read more"")"
COMMUNITY JUNIOR SECONDARY SCHOOL,State owned, Mushin,Secondary, comjnrsecwky@lagosschoolsonline.com, 0806 046 7033,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/647"",""Read more"")"
"COMMUNITY JUNIOR SECONDARY SCHOOL, Bayeku",State owned,Ikorodu,Secondary, bayekujunior@yahoo.com," 0803 307 8781,  0815 979 4049,  0815 979 4148","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9761"",""Read more"")"
"COMMUNITY JUNIOR SECONDARY SCHOOL, DEBOJO",State owned, Ibeju-Lekki,Secondary, cjss@lagosschoolsonline.com, 0703 372 2295,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1223"",""Read more"")"
"COMMUNITY SENIOR GRAMMAR SCHOOL,  Surulere",State owned,Surulere,Secondary, comsnrgramsl@lagosschoolsonline.com," 0802 364 6730,  0705 689 3860","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1359"",""Read more"")"
COMMUNITY SENIOR GRAMMMAR SCHOOL,State owned,Ikorodu,Secondary, comsnrgrasch@lagosschoolsonline.com, 0802-386-8862,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12299"",""Read more"")"
COMMUNITY SENIOR HIGH SCHOOL,State owned,Surulere,Secondary, communitysnrhigh@lagosschoolsonline.com," '08037199933, 07056893862","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12443"",""Read more"")"
"COMMUNITY SENIOR HIGH SCHOOL, Akodo-Orofun ",State owned, Ibeju-Lekki,Secondary, cshsakodo@lagosschoolsonline.com, 0803 385 9679,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/11855"",""Read more"")"
"COMMUNITY SENIOR HIGH SCHOOL, Alapere Ketu",State owned,Kosofe,Secondary, comsnrapere@lagosschoolsonline.com, 0802 312 4927,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9782"",""Read more"")"
"COMMUNITY SENIOR HIGH SCHOOL, Lekki",State owned, Ibeju-Lekki,Secondary, cshslekki@lagosschoolsonline.com, 07031074953/08055353624,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12278"",""Read more"")"
"COMMUNITY SENIOR SCHOOL, Idata/Ilagbo",State owned, Ibeju-Lekki,Secondary, idatasnrsch@lagosschoolsonline.com, 0812 521 5277,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12275"",""Read more"")"
COMMUNITY SENIOR SECONDARY SCHOOL,State owned,Oshodi-Isolo,Secondary, communitysnr@lagosschoolsonline.com, 0802 309 3720,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12411"",""Read more"")"
COMMUNITY SENIOR SECONDARY SCHOOL,State owned,Ikorodu,Secondary, comsnrsecsch@lagosschoolsonline.com, 0802-321-1830,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1243"",""Read more"")"
"COMMUNITY SENIOR SECONDARY SCHOOL, Debojo",State owned, Ibeju-Lekki,Secondary, comsnrdebojo@lagossshoolsonline.com," 0803 394 2977,0811 397 8432","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12102"",""Read more"")"
"COMMUNITY SENIOR SECONDARY SCHOOL, Mushin",State owned, Mushin,Secondary, , 08032069546,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1289"",""Read more"")"
"COMMUNITY SENIOR SECONDARY SCHOOL, Ojo",State owned,Ojo,Secondary, commsnrssc@lagosschoolsonline.com, 0803 378 8067,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2371"",""Read more"")"
COMMUNITY SNR. GRAMMAR SCH. Ipaja,State owned,Alimosho,Secondary, , 0802 891 7105 OR 0702 854 9481,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1740"",""Read more"")"
"COMMUNITYY JUNIOR HIGH SCHOOL, Akodo-Orofun",State owned, Ibeju-Lekki,Secondary, cjhsakodooro@lagosschoolsonline.com," 0803 304 1358,   0803 394 2979  ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/594"",""Read more"")"
"COMPREHENSIVE JUNIOR  HIGH SCHOOL, Alapere-Ketu",State owned,Kosofe,Secondary, comp.j.h.salapere@lagosschoolsonline.com," 0802 336 1898,   0703 308 4730","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2563"",""Read more"")"
COMPREHENSIVE SENIOR HIGH SCHOOL,State owned,Kosofe,Secondary, comp.snralapere@lagosschoolsonline.com, 0808-123-4213,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12321"",""Read more"")"
"CORBET COMPREHENSIVE COLLEGE, Ejigbo",Privately owned,Oshodi-Isolo,Secondary, ," 0803 916 5916,  0709 378 1250   0803 722 9524,   ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/8337"",""Read more"")"
"CORNEL HOLY CHILD COLLEGE, Badagry",Privately owned, Badagry ,Secondary, cornel942002@yahoo.com," 0805 614 6175, 0703 325 2165","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/10342"",""Read more"")"
"CORNERSTONE COLLEGE, Agodo Egbe",Privately owned,Alimosho,Secondary, kejisky@yahoo.com," 0802 318 0588,     0802 319 6764","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5408"",""Read more"")"
"COVENANT HALL SECONDARY SCHOOL, Lekki Exp.",Privately owned,Eti-Osa,Secondary, covenantschoolhalllekki@gmail.com, 0803 334 8371,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/64423"",""Read more"")"
"COVET THE REDEEMER COLLEGE, Idimu",Privately owned,Alimosho,Secondary, crclep74christ@yahoo.com," 0704 575 7590,  0803 349 5663","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/64460"",""Read more"")"
"CRANE COLLEGE, Lekki-Epe Express",Privately owned,Eti-Osa,Secondary, cranecollege2012@yahoo.com/sebomwonyi@yahoo.co.uk," 0803 491 7252,  0803 665 7161","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/6594"",""Read more"")"
"CREEK JUNIOR HIGH SCHOOL,Tolu",State owned,Ajeromi LGA,Secondary, creekjnrsec@lagosschoolsonline.com," 0802 322 2004, ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9816"",""Read more"")"
CREEK SENIOR HIGH SCH. Tolu,State owned,Ajeromi LGA,Secondary, creeksnrschl@lagosschoolsonline.com," '08023225930, 07029340792","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1826"",""Read more"")"
"CRESCENT HALL INTERNATIONAL SCHOOL, Ikeja",Privately owned, Ikeja,Secondary, info@crescenthallsschools.com," 0802 300 4862, 0803 334 1929,  0803 081 1376,  0802 304 2363,    01 894 4834, ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5490"",""Read more"")"
"CROWN JEWEL COLLEGE, Ikosi-Ketu",Privately owned,Kosofe,Secondary, crowjewelschools@yahoo.com," 0803 390 2128,  0802 307 0027","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/11179"",""Read more"")"
"D-IVY COLLEGE,  Ogba",Privately owned, Ikeja,Secondary, ivycollege@hotmail.com," 0803 821 7103,  0805 236 1378,   0803 356 8390","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5538"",""Read more"")"
"DAARU NAIM COLLEGE, Isheri-Olofin",Privately owned,Alimosho,Secondary, emurjoke3373@yahoo.com," 0708 683 3240, 0802 816 0957","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/77344"",""Read more"")"
"DABITOS COLLEGE, Mushin",Privately owned, Mushin,Secondary, ," 0702 588  4781,   0704 377 8956, 0702 588 4781","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/8157"",""Read more"")"
"DADA EL- SHADDAI COMPREHENSIVE COLLEGE, Iyana Ipaja",Privately owned,Alimosho,Secondary, dadaelshaddaischs@gmail.com," 0802 223 3169, 0703 371 8422, 0803 572 5813","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9918"",""Read more"")"
"DADEYO HIGH SCHOOL,  Abule Egba",Privately owned,Ifako/Ijaiye,Secondary, , 0803 563 7223,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5831"",""Read more"")"
"DAILY LIGHT COLLEGE, Kosofe",Privately owned,Kosofe,Secondary," info@dailylightcollege.org, dailylightcollege@rocketmail.com "," 0805 634 4050,  01-408 0491,08034022338","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3013"",""Read more"")"
"DAIRY FARM SENIOR SECONDARY SCHOOL, Agege",State owned,Agege,Secondary, dairyfarmsss@lagosschoolsonline.com,  0802 826 6933,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9537"",""Read more"")"
"DAMILAND HIGH SCHOOL,Ifako Ijaiye",Privately owned,Ifako/Ijaiye,Secondary, admin@damilandschools.org," 0813 778 2857, 0802 360 0394,  0813 778 2857","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/8172"",""Read more"")"
"DAMTOPS INTERNATIONAL SECONDARY SCHOOL, Morogbo",Privately owned, Badagry ,Secondary, damtopsintlsch@yahoo.com," 0803 718 1878,   0803 711 5933","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5249"",""Read more"")"
"DAMTOSE COLLEGE, Alakuko",Privately owned,Ifako/Ijaiye,Secondary, damtose-schools@yahoo.com," 0802 949 2237, 0812 917 5576","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/50997"",""Read more"")"
"DANMARTINS COLLEGE, Alagbado",Privately owned,Alimosho,Secondary," danmartins 43@yahoo.com, akestlabinternational @yahoo.com"," 0802 307 8222, 0805 302 8289,  0803 070 0944 ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5489"",""Read more"")"
"DANSOL HIGH SCHOOL, Ikeja",Privately owned, Ikeja,Secondary, dansolhighschool@yahoo.co.uk," 0805 869 7186,  0802 932 7843,   0802 343 8709,   01-818 1555 ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3180"",""Read more"")"
"DANVIC LEADERS SCHOOL, Kirikiri Town",Privately owned,Amuwo-Odofin,Secondary, danvicleaders@yahoo.com," 0816 339 6665, 0802 830 5864, 0803 725 8120","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/11126"",""Read more"")"
"DARMAN MODEL COLLEGE, Iju Road ",Privately owned,Ifako/Ijaiye,Secondary, info@darmanschools.org,"  0803 329 5810,      0803 562 2994,   0702 282 3435","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5495"",""Read more"")"
"DARMAN MODEL COLLEGE, Satellite",Privately owned,Amuwo-Odofin,Secondary, info@darmanschools.org," 0802 316 7116,   0803 329 5810","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/62737"",""Read more"")"
"DATFORTE INTERNATINAL SCHOOL, Ahmadiya",Privately owned,Alimosho,Secondary, ladeijiwole1960@yahoo.com," 0803 815 0534, 0908 115 4836","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/74485"",""Read more"")"
Daystar College,Privately owned,Alimosho,Secondary, , 08029492183,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/105451"",""Read more"")"
"DE CLEVER MABSON COLLEGE, Odogunyan",Privately owned,Ikorodu,Secondary, declevermabson3@yahoo.com," 0803 667 0634, 0802 752 0975","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/59225"",""Read more"")"
"DE GLORYLAND COLLEGE, Ejigbo",Privately owned,Oshodi-Isolo,Secondary, glorylands@yahoo.com," 0803 068 7037,  0803 833 6890,   0704 010 8926","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3238"",""Read more"")"
"DE GREAT PILLARS COLLEGE, Odogunyan",Privately owned,Ikorodu,Secondary, degreatpillarschoo@yahoo.com," 0808 419 4083, 0802 714 7281, 0816 364 2523","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/79058"",""Read more"")"
"DE MODERN PACE COLLEGE, Ipaja",Privately owned,Alimosho,Secondary, demodernpace2001@yahoo.com," 0806 128 3587,    01-881 5848   or   0803 333 0893","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3352"",""Read more"")"
"DE SOPHIA COLLEGE, Anthony Village ",Privately owned,Kosofe,Secondary, info@sophiagropofschools.com," 0802 633 8556, 0803 300 8105","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5721"",""Read more"")"
"DE YET COLLEGE, Okokomaiko",Privately owned,Ojo,Secondary, mysonsegun2007@yahoo.com," 0818 093 2024,   0818 417 9752,   0803 301 6439,  ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/8333"",""Read more"")"
"DE-GLORIOUS COLLEGE, Agbado Crossing",Privately owned,Ifako/Ijaiye,Secondary, de-glorious@yahoo.com," 0803 752 889,    0803 424 8216","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5753"",""Read more"")"
"DE-MAYS COLLEGE, Oriokuta",Privately owned,Ikorodu,Secondary, demaysschool@yahoo.com," 0802 032 5945, 0805 610 0289","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/11847"",""Read more"")"
"DE-RITA COMPREHENSIVE COLLEGE, Ketu-Ijanikin",Privately owned,Ojo,Secondary, deritacollege@yahoo.com," 0704 263 5542,    0702 519 7303,    01-8143128","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5529"",""Read more"")"
"DE-SHALOM MERIT COLLEGE, Igando",Privately owned,Alimosho,Secondary, ," 0806 311 2443,   0803 716 7217","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/10526"",""Read more"")"
"DE-YOUNG COMPREHENSIVE COLLEGE, Aga ",Privately owned,Ikorodu,Secondary, ," 0802 838 3700,    0803 385 4460","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5739"",""Read more"")"
"DEBEST COLLEGE, Odogunyan",Privately owned,Ikorodu,Secondary, ," 0803 410 0806, 0808 428 1715","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/10930"",""Read more"")"
"DEBIRUSS COLLEGE, Ajah",Privately owned,Eti-Osa,Secondary, info@debiruss.sch.ng," 0803 403 0279, 0813 795 2991, 0808 317 1621, 0803 302 4888,","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/10642"",""Read more"")"
"DEBISLAND COLLEGE, Olorogbo",Privately owned,Ikorodu,Secondary, debislandschools@yahoo.co.uk," 0703 232 6989,  0802 999 3971,  01 815 1926","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5302"",""Read more"")"
"DEE ULTIMATE  COMPREHENSIVE HIGH SCHOOL, Ikola",Privately owned,Alimosho,Secondary, agbeduoyebimpe@gmail.com," 0818 205 5408,  0802 640 7145","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/74498"",""Read more"")"
"DEE ULTIMATE SCHOOL, Ikola",Privately owned,Alimosho,Secondary, ultimateschs@yahoo.com, 0802 640 7145,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/10050"",""Read more"")"
"DEE UNIQUE COLLEGE, Abesan Estate",Privately owned,Alimosho,Secondary, deeuniqueschools@hotmail.com," 0802 305 3006, 0809 413 2145, 0802 846 4715     01-734 0752,   01-873 1053,    ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5216"",""Read more"")"
"DEH BEST COLLEGE , Ipaja ",Privately owned,Alimosho,Secondary, dehbestcollege@yahoo.com, ,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/48893"",""Read more"")"
"DEKADMO PRIVATE SCHOOL, Odogunyan ",Privately owned,Ikorodu,Secondary, , 0802 495 3854 or  0802 374 1217,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1812"",""Read more"")"
"DEKINBAN COLLEGE, Egan Town ",Privately owned,Alimosho,Secondary, dekinban@yahoo.com, 0803 315 7501-2,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3636"",""Read more"")"
"DENTON JNR GRAM. SCHOOL,  Oyingbo",State owned,Lagos-Mainland,Secondary, dentonjngram@lagosschoolsonline.com," 0805 612 9269,  0705 689 3822","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2651"",""Read more"")"
"DIADEM COLLEGE, Ifako-Gbagada ",Privately owned,Kosofe,Secondary, infodiademcollege.com," 0805 471 0891, 0808 042 5554, 0803 482 7954","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/8504"",""Read more"")"
"DIAMOND COLLEGE, Iba Housing Estate",Privately owned,Ojo,Secondary, , 0803-358-0021 ,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3716"",""Read more"")"
"DIFAS COLLEGE, Ikorodu",Privately owned,Ikorodu,Secondary," difasprivateschools@yahoo.com, difas_college@gmail.com"," 0803 569 1546, 0802 337 9699, 0803 462 4558","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/10964"",""Read more"")"
"DIS ACADEMY, Isolo",Privately owned,Oshodi-Isolo,Secondary, disacademyisolo@gmail.com," 0802 832 2619,    0802 707 7038,    0803 496 8863","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5357"",""Read more"")"
"DISCIPLINE KEEPING ORGANIZATION  COMPREHENSIVE COLLEGE (DIKOR), Badagry",Privately owned, Badagry ,Secondary, dikordikoerium@rockmail.com," 0806-033-0288,   0805-227-9421, 01 291 4707","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3343"",""Read more"")"
"DISTINCT MEDAL COLLEGE, Isheri Town",Privately owned,Kosofe,Secondary, tadelakun2000@yahoo.com," 0708 529 4566,  0817 061 8845,   0702 838 3369,    ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4476"",""Read more"")"
"DISTINCTION GATE COLLEGE, Ikotun.",Privately owned,Alimosho,Secondary, dg_excellence@yahoo.com, 0806 824 4999,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/11817"",""Read more"")"
"DIVINE BLESSED COLLEGE, Oko-Oba",Privately owned,Agege,Secondary, divineblessedschools@yahoo.com," 0702 561 2084,  0802 308 2292","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3720"",""Read more"")"
"DIVINE SCHOLARS COLLEGE, Bogije",Privately owned, Ibeju-Lekki,Secondary, divinescholarsdsc@yahoo.com, 0703 225 4351,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/64277"",""Read more"")"
Divine Step College,Privately owned,Surulere,Secondary, , 08033731115,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/105412"",""Read more"")"
"DIVINITY COMPREHENSIVE COLLEGE, Idimu",Privately owned,Alimosho,Secondary, divinity@yahoo.com," 0813 222 2426,     0802 843 0498","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5282"",""Read more"")"
"DIVREL COMPREHENSIVE COLLEGE, Papa-Ajao",Privately owned, Mushin,Secondary, divreleducation@yahoo.com, 0803 333 6218,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4865"",""Read more"")"
"DOLAFIELD COLLEGE, Owutu",Privately owned,Ikorodu,Secondary, dolafieldcollege@yahoo.com," 0802 896 6419, 0703 045 4243","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/10524"",""Read more"")"
DOLPHIN SENIOR HIGH SCHOOL,State owned,Lagos-Island,Secondary, dolphinsnrhigh@lagosschoolsonline.com, 0803-325-6260,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12327"",""Read more"")"
"DOMINICAN COLLEGE, Mafoloku",Privately owned,Oshodi-Isolo,Secondary, , 0803 682 1251,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/10750"",""Read more"")"
"DOREGOS PRIVATE ACADEMY, Ipaja ",Privately owned,Alimosho,Secondary," doregosprivateacademy@yahoo.com,dpa@stbes.org"," 0909 877 1414, 0818 493 5245","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5658"",""Read more"")"
"DORKIEL COLLEGE, Iyana Ipaja",Privately owned,Alimosho,Secondary, dorkielschools@yahoo.com," 0817 938 5034, 0802 318 0045, 0702 821 2229","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/6616"",""Read more"")"
"Dothan Comprehensive High School, Alagemo",Privately owned,Ikorodu,Secondary, info@dothan.school.ng," 0803 711 8444, 0809 232 0863","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/105326"",""Read more"")"
"DOWEN COLLEGE, Lekki Phase 1",Privately owned,Eti-Osa,Secondary, dowencollege1997@yahoo.com," 0803 325 3253, 0803 444 8777","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4671"",""Read more"")"
DR LUCAS MEM. HIGH SCH,State owned,Amuwo-Odofin,Secondary, ," 0803 867 5344, 0704 262 9801","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1048"",""Read more"")"
"DR LUCAS MEMORIAL SENIOR HIGH SCHOOL, Kirikiri",State owned,Amuwo-Odofin,Secondary, dr.lmshs@yahoo.com, 0805 546 4290,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/11858"",""Read more"")"
"DR. SOYEMI MEMORIAL SECONDARY SCHOOL, Festac Town",Privately owned,Amuwo-Odofin,Secondary, drsoyemisecschool@yahoo.com ," 0802 836 1167,  0802 290 7395","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5738"",""Read more"")"
